Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
263	0.0985	0.4630	0.2127	Typhaang_comp45840_c0_seq1	Typhaang_comp45840_c0_seq2
264	0.1658	0.7227	0.2294	Typhaang_comp45840_c0_seq1	Typhaang_comp45840_c0_seq3
265	0.0490	0.5737	0.0855	Typhaang_comp45852_c0_seq1	Typhaang_comp45852_c0_seq2
266	0.2756	86.2681	0.0032	Typhaang_comp45857_c1_seq1	Typhaang_comp45857_c1_seq2
267	0.0194	0.5023	0.0387	Typhaang_comp45864_c0_seq1	Typhaang_comp45864_c0_seq2
268	0.0019	0.0002	12.4500	Typhaang_comp45870_c0_seq1	Typhaang_comp45870_c0_seq2
269	0.0044	0.0072	0.6158	Typhaang_comp45874_c0_seq1	Typhaang_comp45874_c0_seq2
270	0.0949	0.7824	0.1212	Typhaang_comp45882_c0_seq1	Typhaang_comp45882_c0_seq2
271	0.0398	0.0302	1.3167	Typhaang_comp45908_c0_seq1	Typhaang_comp45908_c0_seq2
272	0.0028	0.0002	14.2757	Typhaang_comp45922_c1_seq1	Typhaang_comp45922_c1_seq2
273	0.0910	0.5859	0.1554	Typhaang_comp45937_c0_seq1	Typhaang_comp45937_c0_seq2
274	0.0676	0.1161	0.5825	Typhaang_comp45943_c2_seq1	Typhaang_comp45943_c2_seq2
275	0.0077	0.0196	0.3912	Typhaang_comp45950_c0_seq1	Typhaang_comp45950_c0_seq2
276	0.0074	0.2574	0.0287	Typhaang_comp45953_c0_seq1	Typhaang_comp45953_c0_seq2
277	0.0002	0.2400	0.0010	Typhaang_comp45953_c0_seq1	Typhaang_comp45953_c0_seq3
278	0.0002	0.2400	0.0010	Typhaang_comp45953_c0_seq2	Typhaang_comp45953_c0_seq3
279	0.0000	0.0000	0.4019	Typhaang_comp45954_c1_seq1	Typhaang_comp45954_c1_seq2
280	0.0000	0.0000	0.4239	Typhaang_comp45961_c0_seq1	Typhaang_comp45961_c0_seq2
281	0.0928	1.8527	0.0501	Typhaang_comp45970_c0_seq1	Typhaang_comp45970_c0_seq2
282	0.0000	0.0378	0.0010	Typhaang_comp45974_c0_seq1	Typhaang_comp45974_c0_seq2
283	0.0000	0.0000	0.3560	Typhaang_comp45977_c0_seq1	Typhaang_comp45977_c0_seq2
284	0.0085	0.0001	99.0000	Typhaang_comp45977_c0_seq1	Typhaang_comp45977_c0_seq4
285	0.0085	0.0001	99.0000	Typhaang_comp45977_c0_seq2	Typhaang_comp45977_c0_seq3
286	0.0000	0.0000	0.4136	Typhaang_comp45977_c0_seq3	Typhaang_comp45977_c0_seq4
287	0.0000	0.0138	0.0010	Typhaang_comp45979_c0_seq1	Typhaang_comp45979_c0_seq2
288	0.0108	0.1158	0.0933	Typhaang_comp45980_c0_seq1	Typhaang_comp45980_c0_seq4
289	0.0108	0.1158	0.0933	Typhaang_comp45980_c0_seq1	Typhaang_comp45980_c0_seq3
290	0.0108	0.1158	0.0933	Typhaang_comp45980_c0_seq2	Typhaang_comp45980_c0_seq4
291	0.0108	0.1158	0.0933	Typhaang_comp45980_c0_seq2	Typhaang_comp45980_c0_seq3
292	0.0110	1.1564	0.0095	Typhaang_comp45984_c0_seq1	Typhaang_comp45984_c0_seq3
293	0.0110	1.1564	0.0095	Typhaang_comp45984_c0_seq2	Typhaang_comp45984_c0_seq3
294	0.0536	0.6634	0.0807	Typhaang_comp45991_c0_seq1	Typhaang_comp45991_c0_seq2
295	0.0009	0.0025	0.3627	Typhaang_comp45995_c0_seq1	Typhaang_comp45995_c0_seq2
296	0.0530	0.3830	0.1383	Typhaang_comp46026_c1_seq1	Typhaang_comp46026_c1_seq2
297	0.0033	0.0113	0.2886	Typhaang_comp46037_c0_seq1	Typhaang_comp46037_c0_seq3
298	0.0033	0.0113	0.2886	Typhaang_comp46037_c0_seq2	Typhaang_comp46037_c0_seq3
299	0.0861	0.7567	0.1138	Typhaang_comp46042_c0_seq1	Typhaang_comp46042_c0_seq3
300	0.0376	0.8026	0.0469	Typhaang_comp46044_c0_seq1	Typhaang_comp46044_c0_seq5
301	0.0376	0.8026	0.0469	Typhaang_comp46044_c0_seq3	Typhaang_comp46044_c0_seq5
302	0.0379	0.8006	0.0474	Typhaang_comp46044_c0_seq4	Typhaang_comp46044_c0_seq5
303	0.0831	4.2807	0.0194	Typhaang_comp46063_c0_seq1	Typhaang_comp46063_c0_seq2
304	0.0298	0.2035	0.1464	Typhaang_comp46072_c0_seq1	Typhaang_comp46072_c0_seq5
305	0.0151	0.1789	0.0844	Typhaang_comp46072_c0_seq1	Typhaang_comp46072_c0_seq2
306	0.0960	0.7164	0.1340	Typhaang_comp46072_c0_seq1	Typhaang_comp46072_c0_seq4
307	0.0811	0.6858	0.1182	Typhaang_comp46072_c0_seq1	Typhaang_comp46072_c0_seq3
308	0.0648	0.3712	0.1745	Typhaang_comp46072_c0_seq2	Typhaang_comp46072_c0_seq4
309	0.0648	0.3712	0.1745	Typhaang_comp46072_c0_seq2	Typhaang_comp46072_c0_seq3
310	0.0648	0.3712	0.1745	Typhaang_comp46072_c0_seq3	Typhaang_comp46072_c0_seq5
311	0.0621	0.3550	0.1750	Typhaang_comp46072_c0_seq4	Typhaang_comp46072_c0_seq5
312	0.0007	0.0000	99.0000	Typhaang_comp46076_c0_seq1	Typhaang_comp46076_c0_seq2
313	0.0849	0.9728	0.0873	Typhaang_comp46079_c0_seq1	Typhaang_comp46079_c0_seq2
314	0.0092	0.9380	0.0098	Typhaang_comp46081_c0_seq1	Typhaang_comp46081_c0_seq5
315	0.0270	3.6099	0.0075	Typhaang_comp46081_c0_seq1	Typhaang_comp46081_c0_seq4
316	0.0000	0.0000	0.4019	Typhaang_comp46094_c0_seq1	Typhaang_comp46094_c0_seq2
317	0.0416	0.4615	0.0902	Typhaang_comp46098_c0_seq1	Typhaang_comp46098_c0_seq2
318	0.0022	0.0000	99.0000	Typhaang_comp46103_c1_seq2	Typhaang_comp46103_c1_seq3
319	0.0000	0.0000	0.4020	Typhaang_comp46136_c0_seq1	Typhaang_comp46136_c0_seq2
320	0.0269	0.4368	0.0616	Typhaang_comp46151_c0_seq1	Typhaang_comp46151_c0_seq2
321	0.0105	0.3561	0.0294	Typhaang_comp46159_c1_seq1	Typhaang_comp46159_c1_seq2
322	0.0650	0.5313	0.1223	Typhaang_comp46172_c0_seq1	Typhaang_comp46172_c0_seq2
323	0.0092	0.0109	0.8433	Typhaang_comp46187_c0_seq1	Typhaang_comp46187_c0_seq2
324	0.0000	0.0000	0.0010	Typhaang_comp46197_c2_seq1	Typhaang_comp46197_c2_seq2
325	0.0000	0.0045	0.0010	Typhaang_comp46213_c0_seq1	Typhaang_comp46213_c0_seq2
326	0.0000	0.0000	0.0010	Typhaang_comp46224_c1_seq1	Typhaang_comp46224_c1_seq2
327	0.0846	0.2643	0.3201	Typhaang_comp46249_c0_seq1	Typhaang_comp46249_c0_seq2
328	0.0127	0.0076	1.6676	Typhaang_comp46266_c0_seq1	Typhaang_comp46266_c0_seq2
329	0.0166	0.0096	1.7237	Typhaang_comp46266_c0_seq1	Typhaang_comp46266_c0_seq4
330	0.2669	0.2761	0.9670	Typhaang_comp46301_c0_seq1	Typhaang_comp46301_c0_seq2
331	0.0055	0.0100	0.5529	Typhaang_comp46320_c0_seq1	Typhaang_comp46320_c0_seq3
332	0.0044	0.0055	0.8051	Typhaang_comp46337_c0_seq1	Typhaang_comp46337_c0_seq2
333	0.0233	0.0142	1.6467	Typhaang_comp46345_c0_seq1	Typhaang_comp46345_c0_seq2
334	0.0000	0.0038	0.0010	Typhaang_comp46355_c4_seq1	Typhaang_comp46355_c4_seq2
335	0.0007	0.0000	99.0000	Typhaang_comp46359_c0_seq1	Typhaang_comp46359_c0_seq2
336	0.0000	0.0000	0.0010	Typhaang_comp46421_c0_seq1	Typhaang_comp46421_c0_seq2
337	0.0171	0.4372	0.0391	Typhaang_comp46446_c0_seq2	Typhaang_comp46446_c0_seq4
338	0.0380	0.7965	0.0478	Typhaang_comp46446_c0_seq2	Typhaang_comp46446_c0_seq5
339	0.0380	0.7965	0.0478	Typhaang_comp46446_c0_seq2	Typhaang_comp46446_c0_seq3
340	0.0000	0.0064	0.0010	Typhaang_comp46450_c1_seq1	Typhaang_comp46450_c1_seq2
341	0.0009	0.0046	0.2082	Typhaang_comp46452_c0_seq1	Typhaang_comp46452_c0_seq4
342	0.0009	0.0046	0.2082	Typhaang_comp46452_c0_seq1	Typhaang_comp46452_c0_seq2
343	0.0009	0.0046	0.2082	Typhaang_comp46452_c0_seq2	Typhaang_comp46452_c0_seq3
344	0.0009	0.0046	0.2082	Typhaang_comp46452_c0_seq3	Typhaang_comp46452_c0_seq4
345	0.0739	0.7113	0.1039	Typhaang_comp46477_c0_seq1	Typhaang_comp46477_c0_seq2
346	0.0675	0.6408	0.1054	Typhaang_comp46477_c0_seq2	Typhaang_comp46477_c0_seq3
347	0.0628	0.5488	0.1145	Typhaang_comp46492_c0_seq1	Typhaang_comp46492_c0_seq2
348	0.0000	0.0000	0.4026	Typhaang_comp46504_c0_seq1	Typhaang_comp46504_c0_seq2
349	0.0000	0.0000	0.4019	Typhaang_comp46524_c1_seq1	Typhaang_comp46524_c1_seq2
350	0.0000	0.0000	0.4029	Typhaang_comp46526_c0_seq1	Typhaang_comp46526_c0_seq2
351	0.0000	0.0000	0.4036	Typhaang_comp46539_c1_seq1	Typhaang_comp46539_c1_seq2
352	0.0039	0.1309	0.0299	Typhaang_comp46564_c0_seq1	Typhaang_comp46564_c0_seq2
353	0.0039	0.1309	0.0299	Typhaang_comp46564_c0_seq2	Typhaang_comp46564_c0_seq4
354	0.0039	0.1309	0.0299	Typhaang_comp46564_c0_seq2	Typhaang_comp46564_c0_seq3
355	0.0555	0.4989	0.1112	Typhaang_comp46566_c1_seq1	Typhaang_comp46566_c1_seq2
356	0.0000	0.0000	0.1004	Typhaang_comp46579_c0_seq1	Typhaang_comp46579_c0_seq2
357	0.0596	0.8507	0.0701	Typhaang_comp46584_c0_seq1	Typhaang_comp46584_c0_seq2
358	0.0000	0.0000	0.4018	Typhaang_comp46594_c0_seq1	Typhaang_comp46594_c0_seq2
359	0.0080	0.0148	0.5405	Typhaang_comp46600_c0_seq1	Typhaang_comp46600_c0_seq2
360	0.1397	0.5097	0.2740	Typhaang_comp46603_c2_seq1	Typhaang_comp46603_c2_seq2
361	0.0099	0.0480	0.2052	Typhaang_comp46619_c0_seq2	Typhaang_comp46619_c0_seq3
362	0.1565	1.1658	0.1342	Typhaang_comp46621_c0_seq1	Typhaang_comp46621_c0_seq3
363	0.0000	0.0037	0.0010	Typhaang_comp46632_c0_seq1	Typhaang_comp46632_c0_seq2
364	0.0000	0.0000	0.4018	Typhaang_comp46641_c1_seq1	Typhaang_comp46641_c1_seq2
365	0.1714	1.4091	0.1216	Typhaang_comp46642_c0_seq1	Typhaang_comp46642_c0_seq2
366	0.0000	0.0067	0.0010	Typhaang_comp46647_c0_seq1	Typhaang_comp46647_c0_seq2
367	0.0904	1.7462	0.0518	Typhaang_comp46653_c0_seq1	Typhaang_comp46653_c0_seq2
368	0.0461	1.0450	0.0441	Typhaang_comp46663_c2_seq1	Typhaang_comp46663_c2_seq2
369	0.0211	0.9375	0.0225	Typhaang_comp46663_c2_seq1	Typhaang_comp46663_c2_seq3
370	0.0063	0.0001	99.0000	Typhaang_comp46663_c2_seq2	Typhaang_comp46663_c2_seq3
371	0.0150	0.5482	0.0273	Typhaang_comp46676_c0_seq1	Typhaang_comp46676_c0_seq3
372	0.0150	0.5482	0.0273	Typhaang_comp46676_c0_seq1	Typhaang_comp46676_c0_seq2
373	0.0008	0.0000	99.0000	Typhaang_comp46699_c0_seq1	Typhaang_comp46699_c0_seq2
374	0.0591	0.7870	0.0752	Typhaang_comp46712_c0_seq1	Typhaang_comp46712_c0_seq2
375	0.0807	0.9633	0.0838	Typhaang_comp46714_c0_seq1	Typhaang_comp46714_c0_seq2
376	0.0750	0.9895	0.0758	Typhaang_comp46714_c0_seq2	Typhaang_comp46714_c0_seq3
377	0.0306	0.5784	0.0529	Typhaang_comp46730_c0_seq1	Typhaang_comp46730_c0_seq2
378	0.0000	0.0000	0.4019	Typhaang_comp46744_c0_seq1	Typhaang_comp46744_c0_seq2
379	0.0654	0.7084	0.0924	Typhaang_comp46768_c0_seq2	Typhaang_comp46768_c0_seq4
380	0.0654	0.7084	0.0924	Typhaang_comp46768_c0_seq2	Typhaang_comp46768_c0_seq3
381	0.1047	0.6917	0.1514	Typhaang_comp46770_c0_seq1	Typhaang_comp46770_c0_seq2
382	0.0866	0.6080	0.1424	Typhaang_comp46779_c0_seq1	Typhaang_comp46779_c0_seq2
383	0.0000	0.0000	0.4018	Typhaang_comp46787_c0_seq1	Typhaang_comp46787_c0_seq2
384	0.0000	0.0073	0.0010	Typhaang_comp46787_c0_seq1	Typhaang_comp46787_c0_seq5
385	0.0700	0.4848	0.1443	Typhaang_comp46801_c0_seq1	Typhaang_comp46801_c0_seq3
386	0.0700	0.4848	0.1443	Typhaang_comp46801_c0_seq2	Typhaang_comp46801_c0_seq3
387	0.0026	0.0153	0.1672	Typhaang_comp46801_c0_seq3	Typhaang_comp46801_c0_seq4
388	0.1418	0.3214	0.4411	Typhaang_comp46809_c0_seq1	Typhaang_comp46809_c0_seq2
389	0.2091	0.8292	0.2522	Typhaang_comp46816_c2_seq1	Typhaang_comp46816_c2_seq3
390	0.2091	0.8292	0.2522	Typhaang_comp46816_c2_seq2	Typhaang_comp46816_c2_seq3
391	0.0289	1.0704	0.0270	Typhaang_comp46845_c0_seq1	Typhaang_comp46845_c0_seq3
392	0.0066	0.0121	0.5477	Typhaang_comp46854_c1_seq1	Typhaang_comp46854_c1_seq2
393	0.0289	0.4392	0.0657	Typhaang_comp46870_c0_seq1	Typhaang_comp46870_c0_seq2
394	0.0000	0.0000	0.4019	Typhaang_comp46894_c0_seq2	Typhaang_comp46894_c0_seq4
395	0.0030	0.0047	0.6298	Typhaang_comp46907_c1_seq1	Typhaang_comp46907_c1_seq2
396	0.0012	0.0000	99.0000	Typhaang_comp46910_c0_seq1	Typhaang_comp46910_c0_seq2
397	0.0000	0.0000	0.4019	Typhaang_comp46915_c0_seq1	Typhaang_comp46915_c0_seq2
398	0.0291	0.2452	0.1187	Typhaang_comp46935_c0_seq1	Typhaang_comp46935_c0_seq2
399	0.0116	0.5455	0.0212	Typhaang_comp46950_c0_seq1	Typhaang_comp46950_c0_seq2
400	0.0415	0.6830	0.0608	Typhaang_comp46953_c1_seq1	Typhaang_comp46953_c1_seq3
401	0.0818	0.5420	0.1509	Typhaang_comp46964_c0_seq1	Typhaang_comp46964_c0_seq2
402	0.0317	1.4319	0.0221	Typhaang_comp46971_c2_seq1	Typhaang_comp46971_c2_seq2
403	0.0551	0.3517	0.1566	Typhaang_comp46978_c0_seq1	Typhaang_comp46978_c0_seq2
404	0.0000	0.0027	0.0010	Typhaang_comp46980_c0_seq1	Typhaang_comp46980_c0_seq2
405	0.0667	0.6849	0.0973	Typhaang_comp46985_c0_seq1	Typhaang_comp46985_c0_seq2
406	0.0731	0.4040	0.1810	Typhaang_comp46989_c0_seq1	Typhaang_comp46989_c0_seq2
407	0.0068	0.0297	0.2289	Typhaang_comp46997_c0_seq1	Typhaang_comp46997_c0_seq2
408	0.0179	0.0242	0.7411	Typhaang_comp47005_c0_seq1	Typhaang_comp47005_c0_seq4
409	0.1158	1.0851	0.1067	Typhaang_comp47005_c0_seq1	Typhaang_comp47005_c0_seq2
410	0.1019	0.4015	0.2537	Typhaang_comp47005_c0_seq2	Typhaang_comp47005_c0_seq3
411	0.0780	0.8819	0.0884	Typhaang_comp47005_c0_seq2	Typhaang_comp47005_c0_seq4
412	0.1241	0.5255	0.2362	Typhaang_comp47069_c0_seq1	Typhaang_comp47069_c0_seq2
413	0.0000	0.0000	0.4065	Typhaang_comp47078_c0_seq1	Typhaang_comp47078_c0_seq3
414	0.0000	0.0000	0.4065	Typhaang_comp47078_c0_seq2	Typhaang_comp47078_c0_seq3
415	0.0069	0.4964	0.0139	Typhaang_comp47094_c0_seq1	Typhaang_comp47094_c0_seq3
416	0.0171	0.7345	0.0232	Typhaang_comp47094_c0_seq1	Typhaang_comp47094_c0_seq2
417	0.0055	0.0001	99.0000	Typhaang_comp47154_c0_seq1	Typhaang_comp47154_c0_seq2
418	0.0021	0.0041	0.5042	Typhaang_comp47170_c0_seq1	Typhaang_comp47170_c0_seq2
419	0.0542	0.4466	0.1213	Typhaang_comp47172_c0_seq1	Typhaang_comp47172_c0_seq2
420	0.0035	0.0000	99.0000	Typhaang_comp47198_c0_seq1	Typhaang_comp47198_c0_seq2
421	0.0000	0.0000	0.4019	Typhaang_comp47213_c0_seq1	Typhaang_comp47213_c0_seq2
422	0.0420	0.5908	0.0711	Typhaang_comp47248_c1_seq1	Typhaang_comp47248_c1_seq2
423	0.0614	0.8511	0.0722	Typhaang_comp47257_c0_seq1	Typhaang_comp47257_c0_seq2
424	0.0622	0.9201	0.0676	Typhaang_comp47257_c0_seq1	Typhaang_comp47257_c0_seq3
425	0.0011	0.0000	99.0000	Typhaang_comp47261_c0_seq1	Typhaang_comp47261_c0_seq2
426	0.1134	0.8494	0.1335	Typhaang_comp47275_c0_seq1	Typhaang_comp47275_c0_seq2
427	0.0000	0.0040	0.0010	Typhaang_comp47285_c0_seq1	Typhaang_comp47285_c0_seq2
428	0.0239	0.4577	0.0523	Typhaang_comp47293_c1_seq1	Typhaang_comp47293_c1_seq2
429	0.0000	0.0000	0.4019	Typhaang_comp47298_c2_seq1	Typhaang_comp47298_c2_seq2
430	0.1086	0.5757	0.1886	Typhaang_comp47302_c0_seq1	Typhaang_comp47302_c0_seq2
431	0.0676	0.4570	0.1479	Typhaang_comp47302_c0_seq1	Typhaang_comp47302_c0_seq6
432	0.0457	0.6441	0.0710	Typhaang_comp47330_c0_seq1	Typhaang_comp47330_c0_seq2
433	0.0008	0.7779	0.0010	Typhaang_comp47335_c0_seq1	Typhaang_comp47335_c0_seq3
434	0.0110	0.2603	0.0421	Typhaang_comp47338_c1_seq1	Typhaang_comp47338_c1_seq2
435	0.0196	7.1871	0.0027	Typhaang_comp47338_c1_seq1	Typhaang_comp47338_c1_seq4
436	0.0247	5.7549	0.0043	Typhaang_comp47338_c1_seq1	Typhaang_comp47338_c1_seq3
437	0.0213	4.3895	0.0049	Typhaang_comp47338_c1_seq2	Typhaang_comp47338_c1_seq4
438	0.0213	4.3895	0.0049	Typhaang_comp47338_c1_seq2	Typhaang_comp47338_c1_seq3
439	0.0036	0.0103	0.3450	Typhaang_comp47338_c1_seq3	Typhaang_comp47338_c1_seq4
440	0.0186	5.3782	0.0035	Typhaang_comp47338_c1_seq3	Typhaang_comp47338_c1_seq5
441	0.0186	5.3782	0.0035	Typhaang_comp47338_c1_seq4	Typhaang_comp47338_c1_seq5
442	0.0000	0.0000	0.0010	Typhaang_comp47343_c0_seq1	Typhaang_comp47343_c0_seq2
443	0.0114	0.0159	0.7215	Typhaang_comp47349_c0_seq1	Typhaang_comp47349_c0_seq2
444	0.0131	0.0189	0.6948	Typhaang_comp47349_c0_seq1	Typhaang_comp47349_c0_seq4
445	0.0330	0.0165	2.0029	Typhaang_comp47349_c0_seq1	Typhaang_comp47349_c0_seq6
446	0.0434	0.5451	0.0796	Typhaang_comp47365_c0_seq1	Typhaang_comp47365_c0_seq2
447	0.0042	0.0000	99.0000	Typhaang_comp47369_c0_seq1	Typhaang_comp47369_c0_seq2
448	0.0058	0.0001	99.0000	Typhaang_comp47369_c0_seq1	Typhaang_comp47369_c0_seq4
449	0.0258	0.9109	0.0283	Typhaang_comp47371_c0_seq1	Typhaang_comp47371_c0_seq2
450	0.0247	0.7329	0.0337	Typhaang_comp47391_c0_seq1	Typhaang_comp47391_c0_seq2
451	0.0109	0.6829	0.0159	Typhaang_comp47391_c0_seq2	Typhaang_comp47391_c0_seq3
452	0.1251	0.6238	0.2006	Typhaang_comp47396_c0_seq1	Typhaang_comp47396_c0_seq4
453	0.1371	0.6319	0.2170	Typhaang_comp47396_c0_seq1	Typhaang_comp47396_c0_seq3
454	0.0236	0.0309	0.7622	Typhaang_comp47405_c1_seq1	Typhaang_comp47405_c1_seq2
455	0.0696	0.3068	0.2268	Typhaang_comp47405_c1_seq1	Typhaang_comp47405_c1_seq3
456	0.0508	0.3012	0.1687	Typhaang_comp47405_c1_seq2	Typhaang_comp47405_c1_seq3
457	0.0721	0.8928	0.0808	Typhaang_comp47410_c2_seq1	Typhaang_comp47410_c2_seq2
458	0.1725	0.3570	0.4832	Typhaang_comp47424_c0_seq1	Typhaang_comp47424_c0_seq2
459	0.0119	0.4418	0.0270	Typhaang_comp47434_c0_seq1	Typhaang_comp47434_c0_seq2
460	0.0892	0.5024	0.1776	Typhaang_comp47435_c1_seq1	Typhaang_comp47435_c1_seq2
461	0.0000	0.0000	0.4019	Typhaang_comp47441_c1_seq1	Typhaang_comp47441_c1_seq2
462	0.0142	0.5644	0.0252	Typhaang_comp47450_c2_seq2	Typhaang_comp47450_c2_seq3
463	0.0000	0.0000	0.4126	Typhaang_comp47451_c2_seq1	Typhaang_comp47451_c2_seq2
464	0.0204	0.1713	0.1193	Typhaang_comp47453_c0_seq1	Typhaang_comp47453_c0_seq2
465	0.0148	0.0263	0.5626	Typhaang_comp47458_c1_seq1	Typhaang_comp47458_c1_seq2
466	0.1626	0.7454	0.2182	Typhaang_comp47484_c0_seq2	Typhaang_comp47484_c0_seq5
467	0.1656	0.6999	0.2366	Typhaang_comp47484_c0_seq2	Typhaang_comp47484_c0_seq6
468	0.1618	0.7419	0.2181	Typhaang_comp47484_c0_seq3	Typhaang_comp47484_c0_seq5
469	0.1646	0.6971	0.2362	Typhaang_comp47484_c0_seq3	Typhaang_comp47484_c0_seq6
470	0.1257	0.4764	0.2638	Typhaang_comp47484_c0_seq5	Typhaang_comp47484_c0_seq6
471	0.1088	0.4438	0.2453	Typhaang_comp47485_c1_seq1	Typhaang_comp47485_c1_seq3
472	0.1088	0.4438	0.2453	Typhaang_comp47485_c1_seq2	Typhaang_comp47485_c1_seq3
473	0.0426	0.6844	0.0623	Typhaang_comp47490_c0_seq1	Typhaang_comp47490_c0_seq2
474	0.1761	0.8883	0.1983	Typhaang_comp47491_c0_seq1	Typhaang_comp47491_c0_seq2
475	0.1971	1.0722	0.1838	Typhaang_comp47491_c0_seq2	Typhaang_comp47491_c0_seq3
476	0.0000	0.0000	0.0010	Typhaang_comp47497_c0_seq1	Typhaang_comp47497_c0_seq2
477	0.0000	0.0000	0.0010	Typhaang_comp47498_c0_seq1	Typhaang_comp47498_c0_seq4
478	0.0000	0.0000	0.0010	Typhaang_comp47498_c0_seq1	Typhaang_comp47498_c0_seq2
479	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq1	Typhaang_comp47498_c0_seq6
480	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq1	Typhaang_comp47498_c0_seq5
481	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq2	Typhaang_comp47498_c0_seq6
482	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq2	Typhaang_comp47498_c0_seq5
483	0.0000	0.0000	0.0010	Typhaang_comp47498_c0_seq2	Typhaang_comp47498_c0_seq3
484	0.0000	0.0000	0.0010	Typhaang_comp47498_c0_seq3	Typhaang_comp47498_c0_seq4
485	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq3	Typhaang_comp47498_c0_seq6
486	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq3	Typhaang_comp47498_c0_seq5
487	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq4	Typhaang_comp47498_c0_seq6
488	0.0000	0.0000	0.3645	Typhaang_comp47498_c0_seq4	Typhaang_comp47498_c0_seq5
489	0.1037	1.3252	0.0782	Typhaang_comp47503_c0_seq1	Typhaang_comp47503_c0_seq6
490	0.1052	1.3678	0.0769	Typhaang_comp47503_c0_seq1	Typhaang_comp47503_c0_seq5
491	0.1037	1.3252	0.0782	Typhaang_comp47503_c0_seq2	Typhaang_comp47503_c0_seq6
492	0.1052	1.3678	0.0769	Typhaang_comp47503_c0_seq2	Typhaang_comp47503_c0_seq5
493	0.0018	0.0068	0.2596	Typhaang_comp47503_c0_seq5	Typhaang_comp47503_c0_seq6
494	0.0000	0.0000	0.4024	Typhaang_comp47521_c0_seq1	Typhaang_comp47521_c0_seq2
495	0.0013	0.0028	0.4642	Typhaang_comp47522_c1_seq1	Typhaang_comp47522_c1_seq2
496	0.0482	0.0987	0.4879	Typhaang_comp47524_c2_seq1	Typhaang_comp47524_c2_seq2
497	0.0000	0.0000	0.4019	Typhaang_comp47528_c0_seq1	Typhaang_comp47528_c0_seq2
498	0.0000	0.0000	0.4019	Typhaang_comp47535_c0_seq1	Typhaang_comp47535_c0_seq2
499	0.0067	0.0001	99.0000	Typhaang_comp47535_c0_seq1	Typhaang_comp47535_c0_seq3
500	0.0067	0.0001	99.0000	Typhaang_comp47535_c0_seq2	Typhaang_comp47535_c0_seq3
501	0.0686	0.4134	0.1660	Typhaang_comp47561_c1_seq1	Typhaang_comp47561_c1_seq2
502	0.0595	0.3925	0.1516	Typhaang_comp47561_c1_seq1	Typhaang_comp47561_c1_seq3
503	0.0000	0.0000	0.4027	Typhaang_comp47580_c2_seq1	Typhaang_comp47580_c2_seq2
504	0.0051	0.6139	0.0082	Typhaang_comp47581_c0_seq1	Typhaang_comp47581_c0_seq2
505	0.0000	0.0000	0.0010	Typhaang_comp47590_c1_seq1	Typhaang_comp47590_c1_seq2
506	0.0028	0.0000	99.0000	Typhaang_comp47590_c1_seq2	Typhaang_comp47590_c1_seq3
507	0.0032	0.0034	0.9370	Typhaang_comp47593_c0_seq1	Typhaang_comp47593_c0_seq2
508	0.0032	0.0014	2.2590	Typhaang_comp47595_c0_seq1	Typhaang_comp47595_c0_seq4
509	0.0032	0.0014	2.2590	Typhaang_comp47595_c0_seq1	Typhaang_comp47595_c0_seq3
510	0.0032	0.0014	2.2590	Typhaang_comp47595_c0_seq2	Typhaang_comp47595_c0_seq4
511	0.0032	0.0014	2.2590	Typhaang_comp47595_c0_seq2	Typhaang_comp47595_c0_seq3
512	0.0000	0.0000	0.4020	Typhaang_comp47596_c0_seq1	Typhaang_comp47596_c0_seq2
513	0.0000	0.0055	0.0010	Typhaang_comp47597_c0_seq1	Typhaang_comp47597_c0_seq2
514	0.0146	0.5334	0.0274	Typhaang_comp47603_c0_seq1	Typhaang_comp47603_c0_seq2
515	0.0123	0.4942	0.0249	Typhaang_comp47603_c0_seq1	Typhaang_comp47603_c0_seq3
516	0.0010	0.9883	0.0010	Typhaang_comp47604_c0_seq1	Typhaang_comp47604_c0_seq3
517	0.0138	0.4992	0.0276	Typhaang_comp47614_c0_seq3	Typhaang_comp47614_c0_seq6
518	0.0139	0.5051	0.0276	Typhaang_comp47614_c0_seq3	Typhaang_comp47614_c0_seq7
519	0.0003	0.2887	0.0010	Typhaang_comp47614_c0_seq3	Typhaang_comp47614_c0_seq8
520	0.0133	0.9555	0.0140	Typhaang_comp47614_c0_seq5	Typhaang_comp47614_c0_seq7
521	0.0134	1.0998	0.0122	Typhaang_comp47614_c0_seq5	Typhaang_comp47614_c0_seq6
522	0.0000	0.0404	0.0010	Typhaang_comp47614_c0_seq6	Typhaang_comp47614_c0_seq7
523	0.0207	0.2459	0.0842	Typhaang_comp47622_c0_seq1	Typhaang_comp47622_c0_seq2
524	0.0437	0.5316	0.0823	Typhaang_comp47622_c0_seq2	Typhaang_comp47622_c0_seq5
525	0.0413	0.3207	0.1286	Typhaang_comp47623_c0_seq1	Typhaang_comp47623_c0_seq2
